Co_ID,PO ID,Exchange,Name," Root
Ticker "," Market Cap (C$)
31-December-2023 "," O/S Shares
31-December-2023 ",Sector, Sub-Sector ,"HQ
Location","HQ
Region",Listing Type,Listing Date,Interlisted,Trading on OTC,"CPC/
Former
CPC","S&P/TSX Venture 
Composite Index",2023 Venture 50,USA City,Asia Region," Volume YTD
31-December-2023 "," Value (C$) YTD
31-December-2023 "," Number of 
Trades YTD
31-December-2023 "," Number of
Months in
Trading Data ",AFRICA,ASIA,AUS/NZ/PNG,CANADA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Royalty Streaming,Other Properties
V-01367,17132,TSXV,AuQ Gold Mining Inc.,AUQ," 875,098 "," 17,501,962 ",Mining,,BC,Canada,,,,,,,,,," 2,429,424 "," 206,230 ", 150 , 11 ,,,,YT,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02663,1113989,TSXV,Select Sands Corp.,SNS," 865,167 "," 86,516,726 ",Mining,,BC,Canada,Other,20071127,,OTCQB,,,,,," 6,093,977 "," 159,082 ", 416 , 12 ,,,,"ON, SK",,,,AR,,Y,,,,,,,,,,,,,,,,,,"Frac Sand,Silica Sand"
V-04534,1181455,TSXV,Adyton Resources Corporation,ADY," 863,379 "," 172,675,831 ",Mining,,Australia,Australia/NZ/PNG,QT,20210224,,,Y,,,,," 8,912,130 "," 116,746 ", 428 , 12 ,,,Papua New Guinea,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02983,1118539,TSXV,Mantaro Precious Metals Corp.,MNTR," 861,525 "," 7,179,373 ",Mining,,BC,Canada,QT from NEX,20210601,,,Y,,,,," 29,403,642 "," 1,330,215 "," 1,661 ", 12 ,,,,,"Bolivia, Peru",,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04595,1183025,TSXV,Norrland Gold Corp.,NORR," 860,000 "," 34,400,000 ",Mining,,BC,Canada,QT,20210721,,,Y,,,,," 697,595 "," 24,388 ", 64 , 12 ,,,,,,,Sweden,,,Y,,,,,,,,,,,,,,,,,,
V-01616,1023132,TSXV,Q-Gold Resources Ltd.,QGR," 839,980 "," 55,998,695 ",Mining,,AZ,USA,Other,19980325,,,,,,Flagstaff,," 18,935,862 "," 447,388 ", 600 , 12 ,,,,ON,Peru,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03037,1126305,TSXV,Nexus Gold Corp.,NXS," 837,466 "," 41,873,314 ",Mining,,BC,Canada,RTO,20140812,,,Y,,,,," 40,580,178 "," 519,095 "," 1,228 ", 12 ,West Africa,,,"BC, ON, NL",,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02006,38823,TSXV,Quadro Resources Ltd.,QRO," 835,348 "," 27,844,925 ",Mining,,BC,Canada,,,,,,,,,," 7,224,824 "," 190,109 ", 353 , 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04095,1161506,TSXV,Montauk Metals Inc.,MTK," 832,560 "," 41,627,979 ",Mining,,ON,Canada,Other,20130121,,,,,,,," 1,614,153 "," 66,694 ", 189 , 12 ,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04745,1184780,TSXV,Fairchild Gold Corp.,FAIR," 827,320 "," 27,577,336 ",Mining,,BC,Canada,IPO,20210616,,,,,,,," 7,043,525 "," 579,872 ", 447 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00368,1092236,TSXV,District Copper Corp.,DCOP," 820,987 "," 18,244,161 ",Mining,,BC,Canada,,,,,,,,,," 3,827,261 "," 247,135 ", 557 , 12 ,,,,"BC, NL, ON",,,,,,Y,,Y,,,Y,,,,,,,,,,,,,
V-01480,17407,TSXV,Pacific Imperial Mines Inc.,PPM," 790,775 "," 79,077,468 ",Mining,,BC,Canada,Other,20051215,,,,,,,," 3,034,446 "," 73,042 ", 177 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-03990,1147435,TSXV,Plata Latina Minerals Corporation,PLA," 790,347 "," 79,034,671 ",Mining,,BC,Canada,IPO,20120409,,,,,,,," 2,859,407 "," 39,118 ", 110 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04354,1179706,TSXV,Bonanza Mining Corporation,BNZ," 752,133 "," 50,142,202 ",Mining,,BC,Canada,QT,20210329,,,Y,,,,," 1,593,123 "," 55,135 ", 136 , 12 ,,,,BC,,,,,,Y,Y,,,,,,,Y,Y,,,,,,,,,
V-04428,1181079,TSXV,Infield Minerals Corp.,INFD," 731,741 "," 48,782,731 ",Mining,,BC,Canada,QT,20210610,,,Y,,,,," 3,595,862 "," 58,701 ", 88 , 12 ,,,,,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-03928,1149926,TSXV,Alliance Mining Corp.,ALM," 699,545 "," 8,744,316 ",Mining,,BC,Canada,Other,20120127,,,,,,,," 1,607,232 "," 237,030 ", 113 , 12 ,,,,MB,,,,,,Y,,,,,,,,,,,,,Y,,,,,
V-00776,1023984,TSXV,Medgold Resources Corp.,MED," 673,945 "," 134,789,032 ",Mining,,BC,Canada,RTO from NEX,20121217,,,,,,,,,,,,,,,,,,Serbia,,,Y,Y,,,,,,,Y,Y,,,,,,,,,
V-04462,1181505,TSXV,AU Gold Corp.,AUGC," 673,116 "," 33,655,824 ",Mining,,BC,Canada,QT,20201224,,,Y,,,,," 5,202,267 "," 123,939 ", 255 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02705,1116713,TSXV,Kingman Minerals Ltd.,KGS," 624,177 "," 6,935,301 ",Mining,,BC,Canada,QT,20090521,,OTCQB,Y,,,,," 1,828,221 "," 219,932 ", 316 , 12 ,,,,QC,,,,AZ,,Y,Y,,,,,,,,,,,,,,,,,
V-03846,1133150,TSXV,RT Minerals Corp.,RTM," 616,634 "," 20,554,465 ",Mining,,BC,Canada,Other,20110805,,,,,,,," 12,322,907 "," 581,781 ", 933 , 12 ,,,,ON,,,,,,Y,,,,Y,,,,,,,,,,,,,,
V-00562,20993,TSXV,Discovery-Corp Enterprises Inc.,DCY," 610,855 "," 12,217,096 ",Mining,,BC,Canada,,,,,,,,,,,,,,,,Australia,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01076,1024193,TSXV,Kermode Resources Ltd.,KLM," 587,450 "," 29,372,510 ",Mining,,BC,Canada,,,,,,,,,," 42,732,100 "," 364,943 ", 753 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02776,1115533,TSXV,Aloro Mining Corp.,AORO," 577,293 "," 57,729,263 ",Mining,,BC,Canada,IPO,20080317,,,,,,,," 4,378,607 "," 115,914 ", 268 , 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-02342,1107986,TSXV,Altair Resources Inc.,AVX," 572,666 "," 57,266,624 ",Mining,,BC,Canada,QT,20070315,,,Y,,,,," 6,384,357 "," 123,170 ", 236 , 11 ,,,,,,,,NV,,,Y,,,,,,,Y,Y,,,,,,,,,
V-03718,1136860,TSXV,New Destiny Mining Corp.,NED," 565,142 "," 22,605,669 ",Mining,,BC,Canada,IPO,20110111,,,,,,,," 6,015,772 "," 294,529 ", 613 , 12 ,,,,BC,,,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,
V-04379,1179986,TSXV,Norden Crown Metals Corporation,NOCR," 530,245 "," 53,024,495 ",Mining,,BC,Canada,Other,20171121,,,,,,,," 16,604,940 "," 255,818 ", 662 , 12 ,,,,,,,"Norway, Sweden",,,,Y,,,,,,,,Y,,,,,,,,,
V-04587,1181991,TSXV,XAU Resources Inc.,GIG," 504,460 "," 12,611,500 ",Mining,,ON,Canada,QT,20220627,,,Y,,,,," 779,052 "," 38,986 ", 88 , 12 ,Ghana,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04609,1183045,TSXV,Cortus Metals Inc.,CRTS," 475,227 "," 95,045,338 ",Mining,,AB,Canada,QT,20200910,,,Y,,,,," 9,696,340 "," 134,106 ", 279 , 12 ,,,,,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-02960,1119147,TSXV,IEMR Resources Inc.,IRI," 474,036 "," 94,807,141 ",Mining,,China,Asia,QT,20100702,,,Y,,,,China," 320,032 "," 3,808 ", 25 , 9 ,,,,,,,,NV,,,,Y,,,,Y,,,,,,,Y,,,,Y,
V-04329,1176100,TSXV,Optegra Ventures Inc.,OPTG," 440,894 "," 8,817,880 ",Mining,,BC,Canada,IPO,20170315,,,,,,,," 8,003,137 "," 169,268 ", 394 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01749,14495,TSXV,Saville Resources Inc.,SRE," 432,851 "," 5,092,369 ",Mining,,BC,Canada,,,,,,,,,," 15,261,931 "," 145,627 ", 303 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-04253,1173930,TSXV,Fabled Silver Gold Corp.,FCO," 430,893 "," 43,089,330 ",Mining,,BC,Canada,QT from NEX,20180927,,,Y,,,,," 6,240,089 "," 222,200 ", 337 , 2 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04116,1162145,TSXV,Huntsman Exploration Inc.,HMAN," 399,369 "," 15,974,740 ",Mining,,BC,Canada,IPO,20130410,,,,,,,," 2,771,918 "," 88,591 ", 282 , 12 ,,,Australia,,,,,NV,,Y,,,Y,,,,,,,,,,,,,,,Cobalt
V-04752,1184660,TSXV,Rex Resources Corp.,OWN," 391,625 "," 11,189,285 ",Mining,,BC,Canada,IPO,20210602,,,,,,,," 1,515,605 "," 112,860 ", 105 , 11 ,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03876,1149430,TSXV,Magnum Goldcorp Inc.,MGI," 386,196 "," 38,619,583 ",Mining,,BC,Canada,QT,20131113,,,Y,,,,," 14,197,723 "," 422,838 ", 603 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02566,1100584,TSXV,Canxgold Mining Corp.,CXG," 378,499 "," 75,699,835 ",Mining,,BC,Canada,Other,20070810,,,,,,,," 16,045,211 "," 222,530 ", 575 , 10 ,,,,"BC, ON",,,,,,,Y,,,,,,,,,,,,,,,,,
V-02083,39360,TSXV,Vantex Resources Ltd.,VAX," 336,646 "," 4,809,231 ",Mining,,BC,Canada,,,,,,,,,," 88,033 "," 10,026 ", 47 , 9 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00905,29422,TSXV,Hawkeye Gold & Diamond Inc.,HAWK," 294,599 "," 9,819,953 ",Mining,,BC,Canada,,,,,,,,,," 8,778,234 "," 135,408 ", 295 , 12 ,,,,BC,,,,,,Y,,Y,,Y,,,,,,,,,,,,Y,,
V-01172,24363,TSXV,Tymbal Resources Ltd.,TYMB," 269,131 "," 53,826,273 ",Mining,,BC,Canada,,,,,,,,,," 3,386,835 "," 17,679 ", 100 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00048,13918,TSXV,AFR NuVenture Resources Inc.,AFR," 180,387 "," 18,038,681 ",Mining,,BC,Canada,,,,,,,,,," 673,047 "," 15,382 ", 120 , 12 ,,,,,,,,MT,,Y,Y,,,,,,,,,,,,,,,,,
V-03648,1132970,TSXV,Venerable Ventures Ltd.,VLV," 67,565 "," 13,512,937 ",Mining,,BC,Canada,QT,20110525,,,Y,,,,,,,,,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
